"Marketing.expense","Production.expense","Budget","Lead_.Actor_Rating","Lead_Actress_rating","Director_rating","Producer_rating","Critic_rating","Trailer_views","Time_taken","Twitter_hastags","Avg_age_actors"
25.2338,74.8,33457.765,8.5,8.665,8.425,8.745,7.32,475124,125.76,263.104,26
25.3876,74.8,34807.63,8.31,8.51,8.295,8.36,8.32,474736,176.64,283.456,33
27.384,74.8,36479.685,8.04,8.345,8.1,8.305,7.32,483058,191.52,263.808,56
25.0712,74.8,31691.275,7.99,8.1,7.945,8.075,7.32,482381,134.48,242.592,58
26.3654,74.8,32852.27,7.9,8.09,7.96,8.055,7.32,387823,145.12,242.848,43
24.9044,74.8,32119.01,7.935,8.03,7.83,8.135,8.32,401740,195.92,243.168,50
28.0404,74.8,35452.01,8.1,8.325,8.21,8.3,8.32,478332,111.24,203.696,53
29.5094,74.8,33957.715,7.965,8.07,7.88,8.08,7.32,471282,206.4,243.36,36
23.352,69.76,35696.43,7.63,7.84,7.615,7.83,8.08,510893,135.52,263.808,48
23.6318,69.76,35418.68,7.575,7.81,7.595,7.94,8.08,484440,155.24,283.696,40
27.0228,69.76,33557.755,7.535,7.785,7.565,7.67,8.08,491464,178.16,263.264,40
25.6784,69.76,31707.94,7.545,7.7,7.55,7.765,8.08,446743,131.4,302.96,25
26.8218,69.76,35635.325,7.5,7.75,7.49,7.82,7.08,528887,172,304,52
23.8372,69.76,35724.205,7.245,7.45,7.215,7.255,8.08,533713,159.84,303.936,45
26.0694,69.76,35063.16,7.265,7.455,7.145,7.3,7.08,509852,141.2,243.68,36
24.8206,69.76,33791.065,7.205,7.31,7.26,7.395,8.08,448684,180.88,303.552,27
21.3234,61.48,32596.74,7.29,7.47,7.265,7.54,8.62,483140,199.72,203.088,35
21.3448,61.48,35179.815,7.32,7.46,7.275,7.515,8.62,483051,111.04,283.616,53
20.9088,61.48,34129.92,6.99,7.225,7.05,6.985,7.62,465165,187.92,223.168,26
21.0046,67.12,31696.83,6.665,6.72,6.67,6.665,8.62,450203,134.84,282.736,21
20.6932,67.12,33502.205,6.525,6.71,6.6,6.885,8.62,480695,149.76,283.104,22
21.0166,65.38,35085.38,6.62,6.9,6.735,6.83,7.96,536791,182.88,223.552,34
20.7476,65.38,35052.05,6.74,6.83,6.655,6.855,6.96,505077,150.28,303.312,53
20.7922,65.38,33535.535,6.87,7.15,6.865,7.145,6.96,477685,178.44,283.376,57
20.6854,65.38,32602.295,7.25,7.545,7.25,7.495,6.96,483878,201.8,303.12,53
20.6082,65.38,32746.725,7.07,7.255,7.16,7.285,7.96,452920,165.4,242.96,21
20.6612,65.38,33657.745,7.545,7.74,7.465,7.625,7.96,466294,162.24,283.296,26
21.0994,65.38,33246.675,7.555,7.68,7.475,7.665,6.96,457316,127.6,223.04,28
21.2302,65.38,33152.24,7.47,7.62,7.515,7.77,7.96,459687,129.48,262.992,20
20.2602,58.04,40223.755,6.34,6.52,6.41,6.655,8.9,516919,125.08,265.232,48
20.4996,58.78,36329.7,6.77,6.895,6.705,7.095,7.82,494604,146.6,222.64,40
20.5086,62.56,37196.28,6.985,7.19,7.08,7.28,7.48,480187,179.56,303.824,52
20.6098,62.56,38185.07,6.645,6.91,6.665,6.85,8.48,534902,212.48,224.992,23
20.6226,63.78,33407.77,5.88,6.045,5.885,6.165,7.24,494404,143,262.8,26
21.2324,63.78,32763.39,5.965,6.075,5.835,6.095,7.24,459385,120.88,262.752,46
20.374,63.3,36196.38,5.565,5.855,5.71,5.795,8.42,485496,163.24,243.696,47
20.3002,59.02,36857.425,5.69,5.91,5.73,5.985,8.6,507911,125.8,263.92,45
20.5798,57.5,38546.145,5.56,5.73,5.515,5.605,8.06,495540,112.64,224.256,30
21.2422,57.5,36051.95,5.5,5.685,5.445,5.785,8.06,530639,145.16,303.664,55
21.59,58.38,36546.345,4.51,4.785,4.575,4.705,7.34,528366,111.64,203.856,45
21.4488,58.38,32685.62,4.585,4.725,4.515,4.75,8.34,500120,147.44,222.976,50
20.3418,59.04,37374.04,3.84,4.035,3.84,4.03,8.6,502830,122.04,244.816,40
20.8602,58.82,31457.965,4.62,4.815,4.62,4.775,7.6,484954,175.28,242.912,34
22.1318,58.82,32974.48,4.59,4.75,4.69,4.8,6.6,503151,186.24,263.296,53
199.6592,91.2,34507.66,8.92,9.095,8.785,8.955,6.96,399154,119.12,282.848,39
96.994,91.2,35524.225,8.585,8.775,8.69,8.94,7.96,465805,140.68,263.472,56
124.0354,91.2,34035.485,8.52,8.8,8.55,8.685,6.96,473168,127.08,303.632,42
110.8384,91.2,35540.89,8.635,8.79,8.655,8.885,6.96,486963,176,204,37
96.7368,91.2,34724.305,8.71,9.01,8.85,8.84,6.96,456314,177.96,263.184,56
93.5644,91.2,29785.91,8.865,9.1,8.895,8.93,6.96,450482,160.32,283.328,52
104.4478,91.2,32235.665,9.01,9.15,9.015,9.015,7.96,439085,194.72,302.688,57
89.4856,91.2,48772.9,9.015,9.145,9.04,8.99,6.96,493047,160.76,243.504,26
111.1174,91.2,19781.355,9.185,9.225,9.16,9.205,6.96,527849,161,244.4,51
93.939,91.2,27569.465,8.96,9.225,9.07,9.245,7.96,417956,204.76,283.504,58
290.444,91.2,21458.965,9.235,9.305,9.23,9.215,7.96,466467,199.24,223.696,24
117.9644,91.2,27608.35,9.265,9.445,9.24,9.385,7.96,549584,194,268,41
150.7752,91.2,38973.88,9.3,9.54,9.4,9.36,6.96,523799,202,248,46
204.646,91.2,34529.88,9.31,9.525,9.32,9.505,7.96,454281,196,268,25
185.345,91.2,32635.625,9.435,9.495,9.375,9.44,6.96,464886,216,248,57
242.162,91.2,27252.83,9.26,9.505,9.36,9.525,7.96,237541,137.52,262.208,56
389.964,91.2,22986.59,9.27,9.48,9.425,9.55,6.96,215432,141.52,262.208,35
412.182,91.2,40623.715,9.19,9.345,9.195,9.635,7.96,440970,178,302.4,45
325.76,91.2,36935.195,9.175,9.445,9.315,9.375,7.96,362344,189.56,302.224,26
216.4698,91.2,37740.67,9.215,9.465,9.24,9.365,7.96,349344,121.32,282.128,22
492.964,91.2,35440.9,9.24,9.39,9.235,9.365,6.96,359760,185.24,282.096,54
377.334,91.2,34568.765,9.26,9.435,9.26,9.27,7.96,353650,158.08,221.632,46
1799.524,91.2,38707.24,9.17,9.43,9.155,9.41,6.96,417588,188.16,281.664,21
337.488,91.2,36357.475,9.11,9.35,9.18,9.325,6.96,382857,172.36,201.744,60
203.7404,91.2,30752.48,9.05,9.225,9.14,9.43,7.96,362581,164.52,221.808,46
179.8496,91.2,30663.6,9.145,9.335,9.14,9.31,7.96,339764,134.92,301.968,41
421.698,91.2,24264.24,9.25,9.33,9.26,9.28,7.96,269764,113.52,281.408,25
356.236,91.2,29313.735,9.27,9.385,9.19,9.3,6.96,267965,202.88,261.152,36
507.876,91.2,25841.86,9.145,9.32,9.14,9.46,7.96,291349,154.2,301.68,34
471.942,91.2,27775,9.105,9.26,9.115,9.48,7.96,276179,166.96,301.184,54
306.674,91.2,27108.4,9.115,9.315,9.175,9.215,6.96,278464,122.08,201.632,25
183.0348,91.2,29941.45,9,9.25,9.025,9.265,7.96,369811,120.6,241.84,51
159.243,91.2,31735.715,8.9,9.145,8.885,9.22,6.96,416162,194.04,222.416,20
125.861,91.2,33613.305,8.915,9.045,8.76,8.94,7.96,412194,193.28,203.712,53
251.558,91.2,27974.98,9.01,9.125,9.035,9.29,6.96,317358,109.88,281.552,51
192.8952,91.2,34402.115,9.055,9.17,8.955,9.235,7.96,437541,181.52,282.208,55
287.196,91.2,32702.285,9.005,9.23,8.97,9.23,7.96,420044,135.08,302.032,40
194.335,91.2,35946.405,8.98,9.26,9.085,9.225,7.96,424127,115.24,302.096,29
137.441,91.2,35579.775,9.115,9.18,9.1,9.255,6.96,390048,109,222,24
173.4404,91.2,31924.585,9.135,9.23,9.125,9.24,6.96,384688,185.4,281.36,22
787.036,91.2,30291.415,9.215,9.37,9.105,9.33,6.96,291101,186,260.8,26
218.331,91.2,32507.86,9.15,9.38,9.14,9.33,6.96,270691,134.52,281.008,42
520.922,91.2,33257.785,9.135,9.31,9.04,9.335,7.96,308973,184.24,220.896,30
304.724,91.2,35235.365,9.12,9.33,9.095,9.305,7.96,374897,146.88,201.152,50
211.9142,91.2,35574.22,9.17,9.32,9.115,9.12,7.96,359036,108.84,281.936,42
850.584,91.2,30724.705,9.05,9.22,9.185,9.33,7.96,312011,169.4,221.36,56
1378.416,91.2,31569.065,9.235,9.405,9.28,9.23,6.96,342621,146,280.8,38
434.324,91.2,22986.59,9.27,9.495,9.3,9.58,6.96,352670,170.76,281.904,53
259.022,91.2,31152.44,9.27,9.46,9.305,9.39,7.96,434373,133.16,264.464,26
168.0778,91.2,31202.435,9.235,9.325,9.215,9.315,6.96,316479,128.88,242.752,25
308.766,91.2,38062.86,9.24,9.36,9.26,9.21,6.96,399184,153,284.4,57
1042.716,91.2,31980.135,9.155,9.34,9.21,9.47,6.96,474055,192,222.4,52
301.014,91.2,36979.635,9.22,9.295,9.17,9.26,7.96,353054,192.88,282.752,44
396.22,91.2,25708.54,9.115,9.23,9.11,9.435,7.96,233720,167.16,302.864,40
593.116,91.2,28636.025,9.08,9.315,9.195,9.235,7.96,375488,132.52,282.608,58
934.922,91.2,25103.045,9.13,9.25,9.05,9.255,7.96,212912,120.8,241.12,40
381.692,91.2,35740.87,9.06,9.125,9.08,9.065,6.96,302506,172.88,221.152,59
538.812,91.2,29463.72,9.135,9.305,9.095,9.165,6.96,302776,172.16,301.664,60
1490.682,91.2,33091.135,9.02,9.155,9.075,9.15,7.96,383325,169.52,241.408,52
256.246,91.2,37907.32,8.975,9.105,8.96,9.375,7.96,362317,119.36,261.344,26
241.748,91.2,35613.105,9.035,9.095,9.06,9.095,6.96,431269,120.68,262.672,48
160.4518,91.2,33363.33,9.01,9.215,9.06,8.965,7.96,434982,165.68,202.272,29
260.964,91.2,31374.64,8.935,9.03,8.9,9.23,7.96,455145,178.32,223.328,36
195.8424,91.2,30913.575,8.87,9.005,8.81,9.185,6.96,398327,156.68,221.872,57
337.206,91.2,32752.28,8.925,9.145,9.015,9.095,7.96,349335,111.32,301.328,51
264.944,91.2,32424.535,8.865,9.165,8.905,9.07,6.96,401981,182.08,281.632,33
773.238,91.2,34452.11,8.965,9.17,8.94,9.2,7.96,439565,150.36,221.744,42
167.3422,91.2,34402.115,8.94,9.07,9.005,9.11,7.96,356325,170.4,241.76,45
206.7778,91.2,35440.9,9.01,9.155,8.935,8.965,7.96,354854,175.8,241.52,52
189.8426,91.2,35263.14,8.86,9.105,8.92,9.005,6.96,416738,181.8,222.32,53
221.246,91.2,37957.315,8.95,9.055,8.865,8.955,7.96,388831,133.64,282.256,29
148.881,91.2,35690.875,8.8,9.04,8.83,8.93,7.96,458882,174.44,202.576,42
131.6214,91.2,35751.98,8.83,8.885,8.8,8.85,7.96,418275,123.72,202.288,46
298.268,91.2,34485.44,8.78,8.955,8.845,8.975,7.96,420282,156.68,221.872,37
243.208,91.2,36824.095,8.925,9.015,8.93,8.88,7.96,338798,203.36,242.144,46
308.416,91.2,35890.855,8.84,9.09,8.945,9.125,6.96,404986,121.84,201.536,57
323.544,91.2,34174.36,8.995,9.07,9.015,9.095,6.96,321678,197.28,221.312,60
293.562,91.2,32968.925,9.075,9.195,9.065,9.025,6.96,257073,191.36,281.344,57
207.8126,91.2,31257.985,9.065,9.14,8.995,9.165,6.96,334563,169.12,302.048,50
214.4836,91.2,35585.33,8.835,9.015,8.92,9.095,6.96,373307,184.84,302.736,58
133.3274,91.2,34546.545,8.96,9.015,8.985,9.03,7.96,393382,141.92,282.368,54
219.3308,91.2,36024.175,8.855,9.1,8.9,9.19,6.96,387633,132.16,282.464,21
276.046,91.2,32518.97,9.035,9.105,8.965,9.1,7.96,346747,110.32,241.728,34
233.436,91.2,35879.745,8.9,9.15,8.995,8.98,6.96,342695,106.72,241.888,28
145.7614,91.2,35224.255,8.885,8.98,8.89,9.105,7.96,401882,203.96,302.384,41
218.497,91.2,34724.305,8.745,8.995,8.885,8.98,7.96,397006,195.04,222.016,37
206.5818,91.2,34357.675,8.785,8.9,8.815,8.98,6.96,416481,181.64,262.256,52
170.5202,91.2,35646.435,8.75,8.945,8.905,9.03,6.96,400065,161.2,242.08,27
154.3544,91.2,37490.695,8.8,8.945,8.815,8.8,7.96,401512,181.36,262.144,59
128.8228,91.2,36968.525,8.745,8.885,8.675,8.985,6.96,390279,162.08,222.432,41
121.8034,91.2,34979.835,8.76,8.87,8.815,8.82,7.96,411619,134.44,302.576,21
184.9618,91.2,41068.115,8.615,8.845,8.68,8.955,6.96,407077,119.12,222.848,42
210.2726,91.2,37374.04,8.75,8.9,8.625,8.73,6.96,402950,117.76,282.304,34
115.0474,91.2,36246.375,8.695,8.79,8.63,9.015,6.96,408819,155.64,282.256,36
113.3766,91.2,33196.68,8.675,8.85,8.61,8.705,6.96,369607,143.08,302.032,31
184.0116,91.2,32974.48,8.57,8.755,8.595,8.52,7.96,402267,177.4,262.16,46
175.0446,91.2,35002.055,8.45,8.715,8.59,8.675,7.96,425095,111.96,302.384,39
156.0234,91.2,33779.955,8.63,8.76,8.6,8.575,7.96,438369,108,283.2,27
116.2426,91.2,37224.055,8.55,8.81,8.685,8.76,7.96,401242,188.56,242.624,29
93.8622,91.2,35418.68,8.59,8.885,8.705,8.69,7.96,416540,197.08,262.832,24
153.0984,91.2,35090.935,8.48,8.785,8.6,8.665,7.96,455177,117.8,303.12,22
136.423,91.2,36179.715,8.47,8.695,8.58,8.65,6.96,474433,176.08,303.232,30
176.7864,91.2,34490.995,8.42,8.56,8.45,8.64,7.96,456948,156.56,223.424,55
83.272,91.2,31991.245,8.37,8.595,8.365,8.54,6.96,431316,199.96,243.184,43
95.4996,91.2,33063.36,8.435,8.73,8.46,8.63,7.96,389121,167.6,203.04,21
108.4456,91.2,33346.665,8.68,8.895,8.575,8.77,7.96,354464,189.64,263.056,21
331.514,91.2,32918.93,8.52,8.55,8.44,8.67,6.96,383739,117.64,303.056,28
281.502,91.2,31735.715,8.49,8.705,8.44,8.715,6.96,437878,126.04,263.216,27
106.9758,91.2,34257.685,8.39,8.515,8.47,8.555,7.96,399291,111.96,243.184,36
100.7682,91.2,34602.095,8.36,8.605,8.415,8.425,6.96,455983,173.84,263.136,52
91.3736,91.2,35757.535,8.48,8.685,8.495,8.55,7.96,421532,169.28,303.712,39
112.9378,91.2,38773.9,8.615,8.825,8.73,8.765,6.96,469624,147.92,304.768,56
181.1158,91.2,30146.985,8.695,8.835,8.72,8.895,7.96,418266,181.52,222.208,47
147.8624,91.2,34229.91,8.75,8.915,8.75,9.175,7.96,348948,181.32,222.128,27
117.4282,91.2,36018.62,8.71,8.85,8.76,9.075,7.96,373575,122.68,282.672,22
320.468,91.2,29463.72,8.86,9.005,8.795,9.135,6.96,340338,186.8,301.92,39
224.66,91.2,34357.675,8.855,9.01,8.82,8.975,7.96,382809,105.84,302.336,60
306.674,91.2,34602.095,8.865,9.09,8.96,9.185,6.96,457225,122.56,203.424,32
136.4802,91.2,34674.31,8.26,8.31,8.14,8.445,6.96,471764,171.2,263.68,22
134.1636,91.2,37496.25,8.28,8.37,8.31,8.38,7.96,488266,139.48,303.792,46
134.6232,91.2,39223.855,8.165,8.335,8.27,8.41,6.96,517077,110,224,29
76.3676,91.2,32007.91,7.795,8.055,7.875,8.075,7.96,481869,192.72,283.488,57
67.5714,91.2,32613.405,8.035,8.22,8.115,8.185,7.96,438045,162.24,243.296,31
93.4734,91.2,35063.16,7.985,8.075,7.965,7.995,7.96,465487,180.48,263.392,51
133.835,91.2,33963.27,8.225,8.33,8.12,8.235,6.96,435929,171.64,243.056,57
116.7134,91.2,32802.275,8.32,8.575,8.42,8.385,6.96,451515,168.24,223.296,44
23.0172,110.48,30296.97,8.95,9.215,9.02,9.175,7.98,411264,120.08,282.432,28
23.6674,110.48,30074.77,8.96,9.235,9.03,9.26,6.98,351221,196.8,301.12,29
24.1492,110.48,28291.615,9.015,9.2,9.025,9.115,7.98,286130,183.24,201.296,49
22.1148,110.48,33235.565,9.02,9.155,8.97,9.12,6.98,382738,141.44,282.176,47
22.2264,110.48,33235.565,8.875,9.09,8.94,8.88,6.98,434825,178.04,263.216,57
23.4662,74.38,31702.385,8.65,8.865,8.79,8.93,8.16,441556,118.72,283.488,31
25.5914,74.38,32918.93,8.725,8.93,8.805,8.78,7.16,462430,175.8,223.92,47
23.5798,74.38,31496.85,8.46,8.755,8.465,8.72,8.16,394787,169.24,283.696,55
25.3676,74.38,32185.67,8.48,8.705,8.47,8.56,7.16,426044,107.32,282.928,55
24.7824,74.38,33435.545,8.66,8.875,8.71,8.94,7.16,450933,116.48,283.392,32
23.5566,74.38,30935.795,8.77,8.805,8.755,8.87,7.16,414921,197,282.8,47
24.4876,74.38,33479.985,8.68,8.765,8.59,8.97,7.16,442908,124.72,282.688,54
21.2526,78.86,36624.115,8.68,8.775,8.62,8.97,6.8,492480,186.96,243.584,27
20.9054,78.86,33996.6,8.78,8.945,8.77,8.93,7.8,482875,132.24,263.296,20
21.2152,78.86,38751.68,8.83,8.97,8.855,9.01,7.8,532239,109.56,243.824,31
22.1918,78.86,37740.67,8.73,8.845,8.8,8.845,6.8,496077,158.8,303.52,47
20.9482,78.86,33496.65,8.64,8.88,8.68,8.79,6.8,518438,205.6,203.04,45
